"date(UTC+0)","coin","amount","tag","comment"
"2026-03-09 12:00:01","USDT","-0.272202923030415","FundingFee","ZRX_USDT_PERP"
"2026-03-09 12:00:01","USDT","0.447017968728","FundingFee","ON_USDT_PERP"
"2026-03-09 16:00:01","USDT","0.095420045476014441","FundingFee","ZRX_USDT_PERP"
"2026-03-09 16:00:01","USDT","0.452170373945015392","FundingFee","ON_USDT_PERP"
"2026-03-09 20:00:01","USDT","0.184420395666","FundingFee","TUT_USDT_PERP"
"2026-03-09 20:00:02","USDT","0.418929949002264","FundingFee","ON_USDT_PERP"
"2026-03-10 00:00:01","USDT","0.461236614165301776","FundingFee","ON_USDT_PERP"
"2026-03-10 04:00:02","USDT","0.47090446941528","FundingFee","ON_USDT_PERP"
"2026-03-10 08:00:01","USDT","0.452639081503674288","FundingFee","ON_USDT_PERP"
"2026-03-10 12:00:01","USDT","-1.47744897707136","FundingFee","AKT_USDT_PERP"
"2026-03-10 12:00:02","USDT","0.492161417454","FundingFee","ON_USDT_PERP"
"2026-03-10 16:00:01","USDT","-5.22090325035359916","FundingFee","PIXEL_USDT_PERP"
"2026-03-10 16:00:01","USDT","0.465165091301248","FundingFee","ON_USDT_PERP"
"2026-03-10 16:00:02","USDT","-2.8673516647546","FundingFee","BSV_USDT_PERP"
"2026-03-10 20:00:02","USDT","0.45109561397355704","FundingFee","ON_USDT_PERP"
"2026-03-10 20:00:02","USDT","-72.8990345104","FundingFee","PIXEL_USDT_PERP"
"2026-03-10 21:00:01","USDT","-16.856972252531082","FundingFee","PIXEL_USDT_PERP"
"2026-03-10 22:00:01","USDT","-6.606736111648529052","FundingFee","PIXEL_USDT_PERP"
"2026-03-10 23:00:01","USDT","-15.70983859559609222","FundingFee","PIXEL_USDT_PERP"
"2026-03-11 00:00:01","USDT","-9.32952799884096103","FundingFee","PIXEL_USDT_PERP"
"2026-03-11 00:00:02","USDT","0.48496721107167788","FundingFee","ON_USDT_PERP"
"2026-03-11 01:00:01","USDT","-10.9401670278455436","FundingFee","PIXEL_USDT_PERP"
"2026-03-11 02:00:01","USDT","-6.483085933300030656","FundingFee","PIXEL_USDT_PERP"
"2026-03-11 03:00:01","USDT","-4.081277224203424","FundingFee","PIXEL_USDT_PERP"
"2026-03-11 04:00:01","USDT","0.478426072638704","FundingFee","ON_USDT_PERP"
"2026-03-11 04:00:01","USDT","-6.184701351162026","FundingFee","PIXEL_USDT_PERP"
"2026-03-11 05:00:01","USDT","-4.866999088820408575","FundingFee","PIXEL_USDT_PERP"
"2026-03-11 06:00:01","USDT","-6.838918548688485","FundingFee","PIXEL_USDT_PERP"
"2026-03-11 07:00:01","USDT","-8.4203320525441488","FundingFee","PIXEL_USDT_PERP"
"2026-03-11 08:00:01","USDT","0.4979705413159298","FundingFee","ON_USDT_PERP"
"2026-03-11 08:00:03","USDT","-16.523223253512696","FundingFee","PIXEL_USDT_PERP"
"2026-03-11 09:00:01","USDT","-38.3698727170275261","FundingFee","PIXEL_USDT_PERP"
"2026-03-11 10:00:01","USDT","-88.7465310806900625","FundingFee","PIXEL_USDT_PERP"
"2026-03-11 11:00:01","USDT","-76.217865013729160059","FundingFee","PIXEL_USDT_PERP"
"2026-03-11 12:00:01","USDT","-62.368530199936044245","FundingFee","PIXEL_USDT_PERP"
"2026-03-11 12:00:02","USDT","0.593145578058645824","FundingFee","ON_USDT_PERP"
"2026-03-11 13:00:01","USDT","-47.25624271093651469","FundingFee","PIXEL_USDT_PERP"
"2026-03-11 14:00:01","USDT","-27.336746660055742904","FundingFee","PIXEL_USDT_PERP"
"2026-03-11 15:00:01","USDT","-14.52693336627923582","FundingFee","PIXEL_USDT_PERP"
"2026-03-11 16:00:02","USDT","0.10044232","FundingFee","TREE_USDT_PERP"
"2026-03-11 16:00:02","USDT","1.11099794722","FundingFee","ON_USDT_PERP"
"2026-03-11 16:00:02","USDT","-8.746547325899502464","FundingFee","PIXEL_USDT_PERP"
"2026-03-11 17:00:01","USDT","-16.642011795628665","FundingFee","PIXEL_USDT_PERP"
"2026-03-11 18:00:01","USDT","-13.032366845718726","FundingFee","PIXEL_USDT_PERP"
"2026-03-11 19:00:01","USDT","-10.424833161135063533","FundingFee","PIXEL_USDT_PERP"
"2026-03-11 20:00:01","USDT","-7.04749624144418899","FundingFee","PIXEL_USDT_PERP"
"2026-03-11 20:00:01","USDT","1.280190437701437192","FundingFee","ON_USDT_PERP"
"2026-03-11 21:00:01","USDT","-7.09442285489676","FundingFee","PIXEL_USDT_PERP"
"2026-03-11 22:00:01","USDT","-5.236103867769424","FundingFee","PIXEL_USDT_PERP"
"2026-03-11 23:00:01","USDT","-4.972378843472082","FundingFee","PIXEL_USDT_PERP"
"2026-03-12 00:00:01","USDT","2.452887442649184","FundingFee","ON_USDT_PERP"
"2026-03-12 00:00:02","USDT","-93.379010184","FundingFee","OGN_USDT_PERP"
"2026-03-12 00:00:02","USDT","-8.341528195076469","FundingFee","PIXEL_USDT_PERP"
"2026-03-12 01:00:01","USDT","-7.6788032420206809","FundingFee","OGN_USDT_PERP"
"2026-03-12 01:00:01","USDT","-7.284203146333713","FundingFee","PIXEL_USDT_PERP"
